borrower_id,gender,age,education_level,immigration_status,marital_status,dependents,industry_sector,employment_status,annual_income,income_decile,years_with_current_employer,total_years_employment,income_type,assets,total_liabilities,net_worth,liquid_assets,number_of_open_loans,total_value_of_open_loans,delinquencies_past_12mo,credit_score,credit_utilization,property_value,mortgage_amount,loan_to_value,monthly_payment,interest_rate,term_years,mortgage_start_year,risk_category,cluster_id,after_stress_risk_category
B05373,Male,44,Trades or apprenticeship certificate,Canadian-born,Single,3,Tech,Employed,65541.44,6,2,4,Hourly,217000,151856.61,65143.39,75266.89,1,158005.84,0,725,40.84,961709,821019,85.37,1696.51,3.22,20,2016,,,
B05374,Female,43,Trades or apprenticeship certificate,Canadian-born,Married,1,Healthcare,Unemployed,40915.28,3,3,13,Hourly,178000,97172.89,80827.11,44827.48,2,102730.25,0,660,74.67,686973,539547,78.54,1579.52,4.79,25,2009,,,
B05375,Male,53,Master's degree,Canadian-born,Married,2,Manual Labor,Employed,61527.28,7,8,24,Salaried,240000,70582.65,169417.35,59584.78,4,79535.06,0,637,54.98,758030,636257,83.94,2058.34,4.61,25,2013,,,
B05376,Female,49,High school diploma or equivalent,Long-term immigrant,Married,1,Tech,Employed,71034.63,7,2,2,Salaried,211000,68228.04,142771.96,96483.04,2,76341.65,0,754,46.61,1030699,963290,93.46,979.36,5.6,25,2000,,,
B05377,Female,53,College or CEGEP certificate or diploma,Long-term immigrant,Married,0,Tech,Employed,129311.37,10,6,20,Salaried,326000,162218.05,163781.95,83552.28,0,0,0,650,51.18,731627,584775,79.93,2403.52,4.48,30,1989,,,
B05378,Male,36,Bachelor's degree,Canadian-born,Married,0,Finance,Retired,148645.34,10,3,11,Salaried,328000,89583.54,238416.46,125461.09,3,84025.92,0,599,23.37,827582,711444,85.97,1395.7,5.06,25,2011,,,
B05379,Female,44,Bachelor's degree,Canadian-born,Single,1,Finance,Employed,56343.06,6,20,37,Salaried,209000,57949.04,151050.96,97492.57,1,69019.51,0,677,7.93,1032754,707347,68.49,1609.67,4.2,25,2001,,,
B05380,Male,53,Bachelor's degree,Canadian-born,Married,2,Construction,Employed,116929.5,10,5,5,Salaried,318000,173429.8,144570.2,125901.35,3,184093.29,0,692,29.59,654064,421235,64.4,1909.5,6.1,30,1997,,,
B05381,Male,51,Bachelor's degree,Long-term immigrant,Single,4,Finance,Self-employed,66882.12,7,1,6,Hourly,263000,202959.4,60040.6,95760.38,3,217346.96,1,703,21.45,995370,907442,91.17,479.75,5.59,25,1993,,,
B05382,Female,54,Master's degree,Canadian-born,Single,2,Healthcare,Employed,152166.63,10,1,2,Hourly,299000,103445.16,195554.84,62461.04,1,118886.92,0,629,36.84,1142890,895301,78.34,1903.97,6.7,20,1999,,,
B05383,Male,36,Bachelor's degree,Canadian-born,Married,1,Healthcare,Unemployed,16964.97,1,1,5,Salaried,111000,53321.29,57678.71,43391.76,1,59954.07,0,722,42.97,718099,633776,88.26,2151.82,5.87,25,2022,,,
B05384,Male,53,Bachelor's degree,Canadian-born,Married,0,Education,Unemployed,32801.2,3,6,8,Salaried,190000,74843.98,115156.02,34796.98,2,86571.1,1,627,33.88,945100,685472,72.53,1587.72,6.81,25,2011,,,
B05385,Female,51,College or CEGEP certificate or diploma,Canadian-born,Married,3,Manufacturing,Employed,66750.88,7,3,7,Hourly,239000,153129.9,85870.1,31033.91,2,162756.78,1,638,6.54,967344,835561,86.38,2031.03,6.1,20,2018,,,
B05386,Female,52,Bachelor's degree,Canadian-born,Married,0,Retail,Employed,64136.48,7,1,8,Salaried,264000,137636.53,126363.47,84668.91,0,0,0,634,43.88,997184,717966,72,1848.04,3.06,25,2015,,,
B05387,Male,51,College or CEGEP certificate or diploma,Long-term immigrant,Single,3,Construction,Self-employed,70276.36,7,1,6,Salaried,289000,161368.87,127631.13,135439.12,3,167505.8,1,619,39.38,897599,577751,64.37,2068.48,4.64,30,2023,,,
B05388,Female,36,Trades or apprenticeship certificate,Recent immigrant,Single,1,Manual Labor,Self-employed,54950.14,5,2,12,Salaried,217000,112657.05,104342.95,47032.74,5,123700.9,1,826,43.68,957154,630003,65.82,1672.28,5.14,25,2014,,,
B05389,Female,53,College or CEGEP certificate or diploma,Long-term immigrant,Single,0,Construction,Employed,65114.24,8,3,13,Salaried,231000,158754.43,72245.57,51765.99,0,0,0,706,41.51,762551,610690,80.09,2077,4.56,20,1998,,,
B05390,Female,35,College or CEGEP certificate or diploma,Canadian-born,Divorced,1,Logistics,Retired,90074.11,9,13,23,Salaried,263000,81130.23,181869.77,85894.93,0,0,0,691,19.78,1051642,846431,80.49,1470.83,5.12,20,2010,,,
B05391,Male,45,College or CEGEP certificate or diploma,Canadian-born,Divorced,4,Manual Labor,Student,38848.77,4,4,11,Salaried,162000,115125.05,46874.95,26304.63,2,119365.99,0,746,18.04,768550,551360,71.74,1701.17,5.87,15,1999,,,
B05392,Female,44,College or CEGEP certificate or diploma,Long-term immigrant,Widowed,1,Construction,Self-employed,76285.4,8,11,16,Salaried,269000,73074.83,195925.17,99918.65,2,84905.8,0,646,19.32,845197,656538,77.68,1914.29,6.12,20,2012,,,
B05393,Female,39,Trades or apprenticeship certificate,Canadian-born,Single,0,Retail,Employed,42894.39,5,2,17,Salaried,160000,90001.69,69998.31,46516.28,4,96406.51,0,630,28.45,1021017,612613,60,807.95,6.75,25,2009,,,
B05394,Female,50,College or CEGEP certificate or diploma,Recent immigrant,Married,0,Healthcare,Employed,136856.9,10,2,21,Salaried,300000,149198.69,150801.31,50607.46,3,153900.19,0,689,23.29,700770,524740,74.88,1798.78,6.96,15,2006,,,
B05395,Female,39,Master's degree,Canadian-born,Married,2,Logistics,Employed,141602.17,10,10,29,Hourly,286000,123925.72,162074.28,82187.45,2,130442.19,0,665,27.77,873353,660126,75.59,1576.29,7.09,20,2003,,,
B05396,Male,46,College or CEGEP certificate or diploma,Recent immigrant,Married,0,Tech,Employed,68792.43,9,4,6,Salaried,235000,121542.4,113457.6,33957.64,1,138096.41,0,708,28.94,875451,533488,60.94,1751.3,4.73,25,2008,,,
B05397,Male,38,Trades or apprenticeship certificate,Canadian-born,Married,2,Finance,Unemployed,41555.41,4,4,11,Salaried,179000,63783.34,115216.66,62712.51,1,79608.6,0,744,72.55,1043767,914532,87.62,1323.99,6.08,25,2006,,,
B05398,Male,40,College or CEGEP certificate or diploma,Canadian-born,Married,3,Logistics,Employed,117085.61,10,4,16,Salaried,271000,119483.53,151516.47,38195.8,2,134334.71,0,714,25.25,740722,610428,82.41,636.29,6.33,20,2009,,,
B05399,Male,53,First professional degree,Canadian-born,Single,3,Construction,Employed,96604.24,9,5,14,Salaried,262000,58029.4,203970.6,105413.03,4,75910.13,0,662,65.1,1100139,880240,80.01,1572.75,4.98,20,2017,,,
B05400,Female,43,Master's degree,Canadian-born,Single,0,Construction,Employed,28926.92,3,4,11,Salaried,176000,140530.47,35469.53,65725.79,3,152022.42,1,776,23.85,826067,574306,69.52,1833.33,4.81,30,2008,,,
B05401,Male,46,First professional degree,Canadian-born,Single,2,Logistics,Employed,72156.28,8,6,15,Contract,256000,65089.32,190910.68,32100.21,2,75930.88,0,706,12.43,865134,595633,68.85,1405.67,5.65,25,1999,,,
B05402,Female,49,College or CEGEP certificate or diploma,Canadian-born,Single,0,Healthcare,Employed,84628.52,8,1,13,Hourly,283000,197329.7,85670.3,37170.86,1,201812.32,0,704,45.01,796250,700554,87.98,1824.21,4.91,20,2023,,,
B05403,Female,50,College or CEGEP certificate or diploma,Canadian-born,Single,2,Manual Labor,Retired,66971.57,8,6,8,Contract,277000,114297.09,162702.91,63077.8,2,123162.44,0,688,10,1004304,645448,64.27,1084.09,5.67,20,2010,,,
B05404,Male,47,Master's degree,Canadian-born,Single,3,Tech,Retired,69309.45,8,1,4,Salaried,283000,181505.39,101494.61,42905.53,3,194271.76,0,701,34.18,786781,690283,87.74,1195.49,3.7,30,2022,,,
B05405,Male,41,College or CEGEP certificate or diploma,Canadian-born,Single,1,Manufacturing,Employed,28087.46,2,2,17,Hourly,165000,66853.51,98146.49,38156.88,2,75157.22,0,661,27.38,830066,499754,60.21,1783.34,5.21,30,2008,,,
B05406,Female,54,High school diploma or equivalent,Recent immigrant,Married,3,Manual Labor,Employed,42926.62,4,8,10,Hourly,173000,133011.19,39988.81,31512.83,3,139439.4,0,623,69.31,911596,759166,83.28,1663.89,6.11,25,2013,,,
B05407,Female,38,Trades or apprenticeship certificate,Canadian-born,Divorced,3,Manual Labor,Self-employed,105705.19,10,5,13,Salaried,295000,85084.81,209915.19,109477.6,2,98306,0,725,59.56,657583,410618,62.44,1703.84,5.67,25,2006,,,
B05408,Male,45,Master's degree,Long-term immigrant,Married,0,Logistics,Retired,134094.38,10,16,34,Contract,279000,115068.37,163931.63,42112.69,4,123691.25,0,648,60.61,992946,873720,87.99,1475.64,5.68,30,2022,,,
B05409,Male,42,College or CEGEP certificate or diploma,Canadian-born,Single,2,Logistics,Retired,79988.4,8,2,13,Salaried,267000,210235.67,56764.33,30496.85,3,220982.04,0,751,5.84,902549,782653,86.72,899.03,6.32,30,2020,,,
B05410,Female,40,Master's degree,Long-term immigrant,Single,0,Healthcare,Employed,90891.83,8,12,17,Hourly,262000,78726.48,183273.52,49448.93,0,0,0,653,25.79,883363,561067,63.51,1892.38,4.28,25,2012,,,
B05411,Female,44,High school diploma or equivalent,Canadian-born,Single,1,Tech,Employed,52749.73,6,5,8,Hourly,198000,104923.29,93076.71,49406.47,3,104566.54,0,737,19.91,1128007,1033470,91.62,1384.5,4.64,20,2022,,,
B05412,Male,41,Bachelor's degree,Canadian-born,Widowed,0,Healthcare,Unemployed,55408.59,6,3,16,Salaried,222000,48656.07,173343.93,23992.37,2,62046.43,0,700,8.25,814990,732644,89.9,278.79,4.79,25,2011,,,
B05413,Female,41,High school diploma or equivalent,Canadian-born,Married,3,Construction,Employed,37358.83,3,7,7,Contract,179000,130814.39,48185.61,71024.67,2,136129.12,0,652,33.98,706760,458956,64.94,1404.74,2.99,30,2003,,,
B05414,Male,38,Trades or apprenticeship certificate,Long-term immigrant,Single,1,Construction,Employed,126475.4,10,14,21,Contract,293000,103484.56,189515.44,116572.41,1,114533.03,1,682,22.23,765827,493435,64.43,2025.03,3.65,15,2012,,,
B05415,Male,37,Bachelor's degree,Canadian-born,Married,2,Retail,Employed,102417.63,9,7,25,Salaried,282000,125942.19,156057.81,81703.85,3,134290.42,1,708,39.32,1169926,993524,84.92,887.28,2.77,15,2006,,,
B05416,Male,41,College or CEGEP certificate or diploma,Canadian-born,Single,2,Retail,Employed,49621.98,5,1,16,Salaried,207000,90312.56,116687.44,61759.19,1,94887.35,0,691,81.67,777047,712017,91.63,1003.56,3.66,15,2010,,,
B05417,Male,38,Bachelor's degree,Long-term immigrant,Divorced,2,Tech,Employed,91165.07,9,1,8,Salaried,291000,98739.05,192260.95,113299.45,1,110938.46,0,666,9.32,726162,567354,78.13,1786.27,4.69,20,2011,,,
B05418,Male,47,Master's degree,Canadian-born,Single,2,Manual Labor,Employed,145086.25,10,1,5,Salaried,311000,192235.5,118764.5,123864.64,0,0,0,747,22.3,958431,592964,61.87,1903.04,5.37,20,2024,,,
B05419,Female,54,High school diploma or equivalent,Canadian-born,Single,0,Logistics,Employed,73936.51,9,9,16,Contract,272000,143874.1,128125.9,98404.73,1,155906.86,0,691,16.12,965949,772192,79.94,2051.83,4.5,25,2006,,,
B05420,Male,51,High school diploma or equivalent,Canadian-born,Married,2,Education,Self-employed,51168.96,5,7,23,Salaried,155000,53101.08,101898.92,21658.96,4,63295.51,0,636,12.8,1247531,801571,64.25,1579.81,3.79,25,2024,,,
B05421,Male,41,Bachelor's degree,Canadian-born,Divorced,1,Education,Retired,46658.58,5,5,10,Salaried,187000,138913.34,48086.66,62719.46,0,0,0,813,21.73,962363,591047,61.42,1046.41,3.53,30,2014,,,
B05422,Male,51,First professional degree,Canadian-born,Divorced,2,Construction,Employed,32773.71,3,6,8,Salaried,151000,67718.8,83281.2,50537.37,2,78416.86,1,729,22.72,611702,552618,90.34,1140.21,5.07,20,2022,,,
B05423,Female,38,Bachelor's degree,Canadian-born,Married,0,Retail,Self-employed,67984.41,7,5,24,Salaried,267000,129797.83,137202.17,68485.57,2,141845.29,1,756,56.68,757841,584874,77.18,2443.47,6.8,25,2010,,,
B05424,Male,45,College or CEGEP certificate or diploma,Canadian-born,Single,0,Healthcare,Employed,153248.41,10,2,12,Salaried,277000,132700.16,144299.84,46221.58,2,137520.98,0,724,70.69,682637,544551,79.77,1897.49,5.24,30,2016,,,
B05425,Male,37,Bachelor's degree,Canadian-born,Married,3,Other,Student,42695.97,4,6,18,Salaried,210000,50663.13,159336.87,99495.05,3,55774.31,0,680,33.46,874719,735701,84.11,2354.91,5.94,30,2011,,,
B05426,Female,45,Trades or apprenticeship certificate,Canadian-born,Widowed,0,Manual Labor,Self-employed,74986.68,7,13,31,Salaried,251000,62631.71,188368.29,104019.95,1,72612.98,0,647,40.58,995550,846738,85.05,1451.88,2.21,20,2001,,,
B05427,Female,37,"No certificate, diploma or degree",Canadian-born,Married,1,Finance,Employed,15623.36,1,7,26,Hourly,136000,93539.96,42460.04,37630.43,2,111505.27,0,707,55.03,1092203,772691,70.75,993.69,6.93,25,2012,,,
B05428,Male,46,University certificate or diploma below a bachelor's degree,Long-term immigrant,Married,0,Retail,Employed,113986.64,10,10,12,Salaried,286000,194816.42,91183.58,61416.63,2,198217.14,0,637,8.52,985353,652283,66.2,1647.88,6.34,25,1997,,,
B05429,Female,35,Bachelor's degree,Canadian-born,Married,0,Manual Labor,Self-employed,78806.38,9,2,20,Salaried,259000,167211.07,91788.93,68914.97,4,185431.59,0,699,22.53,1109965,687463,61.94,1206.38,5.81,25,2019,,,
B05430,Female,38,College or CEGEP certificate or diploma,Long-term immigrant,Married,0,Finance,Employed,65811.25,6,2,21,Salaried,253000,173236.43,79763.57,73800.57,3,181431.07,0,746,29.09,979940,620512,63.32,1986.73,5.04,25,2023,,,
B05431,Female,48,University certificate or diploma below a bachelor's degree,Recent immigrant,Married,2,Retail,Retired,42298.09,3,4,10,Salaried,141000,50120.64,90879.36,57917.01,1,64380.05,1,748,32.52,665830,584124,87.73,2989.29,5.52,25,2024,,,
B05432,Male,35,College or CEGEP certificate or diploma,Canadian-born,Married,3,Finance,Retired,92437.49,9,3,13,Salaried,261000,199406.25,61593.75,30941.24,3,209723.86,0,735,31.92,741015,594862,80.28,1590.18,4.34,30,2014,,,
B05433,Female,48,College or CEGEP certificate or diploma,Recent immigrant,Divorced,1,Tech,Employed,70186.8,8,3,11,Salaried,233000,53054.35,179945.65,87116.25,1,62982.04,0,615,32.31,829556,680226,82,1822.5,4.08,25,2020,,,
B05434,Male,47,First professional degree,Canadian-born,Married,1,Education,Self-employed,133478.62,10,5,19,Salaried,272000,143559.05,128440.95,96351.99,1,147961.95,0,623,32.4,858531,764553,89.05,1102.66,5.88,20,2012,,,
B05435,Female,47,College or CEGEP certificate or diploma,Long-term immigrant,Married,2,Logistics,Self-employed,64719.64,7,9,20,Hourly,243000,130023.04,112976.96,88977.39,1,147071.17,0,695,52.1,926728,816674,88.12,1053.94,3.95,30,2008,,,
B05436,Female,49,"No certificate, diploma or degree",Canadian-born,Single,1,Logistics,Self-employed,42760.94,4,10,21,Salaried,207000,96479.79,110520.21,79726.77,0,0,0,704,13.09,1013721,744067,73.4,1456.45,4.84,20,1996,,,
B05437,Male,51,Bachelor's degree,Canadian-born,Single,3,Retail,Student,145383.22,10,1,6,Salaried,303000,190590.19,112409.81,146210.45,1,196239.18,0,763,10.27,815819,576798,70.7,2415.46,6.09,20,2005,,,
B05438,Female,46,Bachelor's degree,Canadian-born,Divorced,1,Logistics,Employed,142425.09,10,1,17,Contract,311000,122123.51,188876.49,130614.4,3,134001.39,0,674,18.6,936376,796949,85.11,1763.75,3.09,30,2006,,,
B05439,Male,48,Bachelor's degree,Canadian-born,Single,1,Manual Labor,Employed,31621.11,3,2,19,Contract,177000,71051.37,105948.63,58280.2,1,90948.01,1,628,61.05,902309,551398,61.11,1599.71,3.74,25,2017,,,
B05440,Female,46,Master's degree,Canadian-born,Married,1,Logistics,Self-employed,122167.48,10,6,14,Salaried,252000,62790.45,189209.55,68882.92,4,73668.54,0,690,25.42,1023892,773192,75.52,1650.07,6.6,30,2007,,,
B05441,Male,52,College or CEGEP certificate or diploma,Canadian-born,Married,2,Tech,Employed,52507.29,5,8,18,Contract,204000,162540,41460,89963.86,1,178521.84,0,710,9.49,892341,829042,92.91,910.78,5.26,20,2020,,,
B05442,Male,38,College or CEGEP certificate or diploma,Canadian-born,Married,2,Logistics,Employed,71809.43,8,3,21,Salaried,269000,157239.88,111760.12,133581.24,3,168314.89,0,653,31.25,702746,559017,79.55,2167.61,5.91,25,2019,,,
B05443,Male,48,Bachelor's degree,Canadian-born,Divorced,0,Tech,Employed,74197.09,8,2,11,Contract,234000,121730.95,112269.05,114456.86,2,131196,0,629,31.72,964154,779800,80.88,2006.68,7.06,15,2012,,,
B05444,Female,53,College or CEGEP certificate or diploma,Canadian-born,Married,0,Logistics,Employed,137931.53,10,1,11,Contract,314000,77715.29,236284.71,100574.36,1,94561.08,1,696,18.63,1035621,921678,89,1149.9,5.85,30,1998,,,
B05445,Male,47,University certificate or diploma above a bachelor's degree,Canadian-born,Divorced,3,Construction,Self-employed,40386.23,4,2,7,Salaried,170000,63034.79,106965.21,61374.05,2,68660.14,0,594,29.89,1042736,910028,87.27,1670.22,7.56,25,2015,,,
B05446,Male,52,Bachelor's degree,Canadian-born,Single,3,Construction,Unemployed,16211.16,1,1,9,Salaried,117000,62789.54,54210.46,50108.45,3,63535.97,0,653,36.94,1170867,883925,75.49,1487.17,3.4,25,2013,,,
B05447,Male,45,Bachelor's degree,Canadian-born,Married,0,Finance,Retired,79959.56,8,2,17,Contract,298000,189707.29,108292.71,78687.65,4,201710.83,0,731,38.35,729545,515893,70.71,2036.76,4.37,20,2019,,,
B05448,Female,40,Bachelor's degree,Long-term immigrant,Married,3,Other,Employed,88045.65,9,6,8,Salaried,300000,162541.46,137458.54,114217.53,4,179037.61,0,687,2.01,902263,678645,75.22,2754.33,6.06,20,2010,,,
B05449,Female,43,Trades or apprenticeship certificate,Long-term immigrant,Single,2,Education,Employed,156588.6,10,1,16,Salaried,312000,242798.68,69201.32,78226.25,4,255528.79,0,694,18.53,795629,595285,74.82,1318.4,5.37,25,2019,,,
B05450,Male,46,Bachelor's degree,Canadian-born,Married,1,Finance,Self-employed,41510.06,3,2,19,Salaried,169000,60117.19,108882.81,58843.54,1,69805.45,0,652,1.74,662369,428285,64.66,1883.46,4.41,25,2010,,,
B05451,Male,53,Bachelor's degree,Recent immigrant,Married,0,Education,Employed,59505.87,7,4,22,Salaried,222000,155568.93,66431.07,35297.32,3,160060.51,1,632,13.2,606332,545918,90.04,1903.81,3.72,15,2009,,,
B05452,Male,48,University certificate or diploma above a bachelor's degree,Long-term immigrant,Married,2,Finance,Employed,92845.53,9,2,17,Contract,269000,169286.18,99713.82,110053.82,1,181409.6,0,582,3.78,1001279,860061,85.9,1512.27,6.27,30,2023,,,
B05453,Male,49,College or CEGEP certificate or diploma,Canadian-born,Single,0,Manual Labor,Employed,73009.96,8,3,6,Hourly,262000,62037.15,199962.85,35855.12,5,73415,0,637,27.81,958168,849637,88.67,1333.8,3.78,25,1998,,,
B05454,Male,45,College or CEGEP certificate or diploma,Canadian-born,Married,2,Manual Labor,Self-employed,127196.72,10,4,8,Salaried,280000,115050.57,164949.43,43140.69,2,133211.22,0,713,41.42,779217,666386,85.52,1817.02,4.21,20,2012,,,
B05455,Female,40,High school diploma or equivalent,Canadian-born,Single,0,Manual Labor,Employed,35766.8,3,7,16,Salaried,144000,115036.01,28963.99,62027.9,2,125473.38,0,685,41.02,805547,692618,85.98,1429.73,5.28,30,2021,,,
B05456,Male,48,University certificate or diploma above a bachelor's degree,Canadian-born,Married,2,Manual Labor,Self-employed,33581.37,4,9,27,Salaried,167000,48003.8,118996.2,53986.14,4,44776.14,0,627,6.95,845969,599870,70.91,1710.26,5.48,25,1996,,,
B05457,Male,37,College or CEGEP certificate or diploma,Canadian-born,Married,0,Construction,Employed,80617.5,8,1,19,Salaried,302000,86328.26,215671.74,91052.03,3,92042.41,0,763,12.17,1020074,812975,79.7,2198.09,3.99,20,2007,,,
B05458,Male,53,University certificate or diploma below a bachelor's degree,Canadian-born,Married,0,Healthcare,Student,96938.79,9,3,5,Hourly,304000,166634.96,137365.04,137503.39,0,0,0,700,35.84,803187,600947,74.82,1156.43,4.71,30,2003,,,
B05459,Female,54,High school diploma or equivalent,Long-term immigrant,Married,0,Tech,Unemployed,66492.05,7,4,11,Salaried,242000,159363.63,82636.37,56328.29,4,166159.24,0,672,56.02,759672,457041,60.16,1312.68,3.65,30,1993,,,
B05460,Female,45,Bachelor's degree,Canadian-born,Single,0,Finance,Employed,97819.81,9,4,22,Salaried,257000,55624.94,201375.06,59848.67,5,62423.61,1,649,10.95,948692,780963,82.32,1841.82,5.78,30,2015,,,
B05461,Female,51,High school diploma or equivalent,Canadian-born,Single,1,Other,Employed,53110.79,6,1,17,Salaried,222000,79160.5,142839.5,69512.74,1,80316.3,0,705,31.93,976482,647809,66.34,1718.34,3.55,25,1999,,,
B05462,Male,51,Master's degree,Canadian-born,Single,0,Logistics,Employed,35934.75,5,2,2,Salaried,198000,94324.92,103675.08,86586.27,2,104418.73,0,695,11.15,543253,411208,75.69,1409.99,7.27,30,2017,,,
B05463,Male,37,University certificate or diploma above a bachelor's degree,Canadian-born,Married,4,Education,Employed,40644.03,4,2,14,Salaried,215000,131057.81,83942.19,39267.81,3,141097.43,0,683,39.84,868561,792993,91.3,1783.67,4.8,15,2005,,,
B05464,Male,48,Trades or apprenticeship certificate,Canadian-born,Married,2,Tech,Employed,65694.92,8,3,13,Salaried,291000,114424.87,176575.13,63222.4,2,121848.41,0,620,26.76,915767,623829,68.12,2384.53,3.38,30,2021,,,
B05465,Male,41,University certificate or diploma below a bachelor's degree,Long-term immigrant,Single,2,Healthcare,Employed,137846.23,10,2,13,Salaried,282000,145549.45,136450.55,110292.69,1,154016.19,0,749,19.63,892193,842328,94.41,1943.04,5.83,25,2005,,,
B05466,Female,53,Bachelor's degree,Long-term immigrant,Single,0,Retail,Employed,32375.76,2,6,7,Salaried,154000,68734.42,85265.58,76294.63,1,80790.83,0,673,26.57,1085211,949047,87.45,1626.32,3.22,20,2001,,,
B05467,Female,37,Bachelor's degree,Canadian-born,Married,1,Manufacturing,Employed,43961.3,4,3,12,Contract,168000,86211.92,81788.08,63639.85,8,95842.63,0,790,30.57,715342,651967,91.14,1781.49,6.05,25,2011,,,
B05468,Female,36,Bachelor's degree,Canadian-born,Married,0,Healthcare,Employed,134146.51,10,2,10,Contract,281000,170488.32,110511.68,91416.87,2,171736.93,0,637,18.75,808473,495028,61.23,722.76,3.86,25,2019,,,
B05469,Female,51,Doctoral degree,Canadian-born,Single,2,Education,Employed,17777.58,1,5,20,Hourly,145000,89444.22,55555.78,65275.69,1,99993.46,0,627,7.58,902522,704653,78.08,1248.4,6.21,25,1997,,,
B05470,Male,43,College or CEGEP certificate or diploma,Long-term immigrant,Single,1,Education,Employed,33088.62,2,6,9,Salaried,146000,46350.44,99649.56,38452.47,2,55209.64,0,645,39.77,981056,836828,85.3,1935.02,6.28,30,2019,,,
B05471,Female,40,High school diploma or equivalent,Canadian-born,Single,2,Other,Self-employed,78121.01,8,1,16,Hourly,315000,134172.17,180827.83,117010.21,4,145688.38,0,628,42.41,664533,500190,75.27,1792.38,3.27,20,2016,,,
B05472,Male,43,University certificate or diploma below a bachelor's degree,Canadian-born,Single,1,Finance,Unemployed,53402.54,6,2,5,Contract,215000,78966.48,136033.52,42124.3,4,95121.84,0,647,35.99,1101915,785373,71.27,1847.87,3.68,25,2008,,,
B05473,Male,39,Bachelor's degree,Canadian-born,Single,4,Construction,Employed,139396.46,10,2,8,Salaried,281000,115898.55,165101.45,72521.44,0,0,0,652,60.28,859811,586001,68.15,1683.03,4.1,20,2022,,,
B05474,Female,36,College or CEGEP certificate or diploma,Canadian-born,Single,0,Healthcare,Unemployed,90595.74,9,2,16,Salaried,265000,109198.81,155801.19,102687.45,0,0,0,638,70.39,870667,691909,79.47,1392.9,5.18,20,2024,,,
B05475,Male,49,Trades or apprenticeship certificate,Canadian-born,Married,0,Logistics,Employed,41894.32,4,11,21,Hourly,181000,40687.53,140312.47,62075.12,5,59174.1,0,674,33.82,882174,809150,91.72,2364.27,4.79,30,2000,,,
B05476,Male,43,Bachelor's degree,Recent immigrant,Married,2,Healthcare,Employed,64460.97,6,1,10,Salaried,197000,137376.3,59623.7,90943.06,1,148715.84,1,700,42.97,878787,773328,88,1916.2,4.55,15,2024,,,
B05477,Male,53,Bachelor's degree,Long-term immigrant,Single,4,Education,Unemployed,38933.72,3,10,19,Hourly,152000,68410.35,83589.65,27768.4,1,79786.66,0,721,42.95,1065786,900674,84.51,1505.32,2.38,25,1990,,,
B05478,Female,44,Trades or apprenticeship certificate,Long-term immigrant,Married,2,Finance,Retired,31758.9,3,3,8,Salaried,137000,101387.58,35612.42,40549.92,2,113541.46,1,745,31.75,984224,803160,81.6,3073.02,4.73,20,2020,,,
B05479,Female,38,University certificate or diploma above a bachelor's degree,Canadian-born,Married,0,Healthcare,Employed,120302.58,10,5,24,Salaried,286000,169788.1,116211.9,34583.53,1,175461.02,1,716,43.29,678878,550258,81.05,1779.44,5.99,25,2021,,,
B05480,Male,44,High school diploma or equivalent,Canadian-born,Divorced,1,Education,Self-employed,26788.91,2,3,7,Salaried,126000,94783.18,31216.82,61447.27,4,101336.52,0,675,11.44,1045477,962927,92.1,2411.74,7.17,20,2017,,,
B05481,Female,42,High school diploma or equivalent,Recent immigrant,Single,3,Retail,Self-employed,38455.42,4,5,24,Salaried,190000,143700.81,46299.19,64948.48,1,152445.37,1,728,3.29,977727,748085,76.51,1430.62,3.18,20,2010,,,
B05482,Male,47,College or CEGEP certificate or diploma,Canadian-born,Married,0,Finance,Self-employed,61960.35,7,4,4,Salaried,234000,51361.02,182638.98,40423.28,1,52191.96,0,642,7.45,955400,631120,66.06,2656.45,6.44,25,2004,,,
B05483,Male,41,First professional degree,Canadian-born,Married,0,Construction,Employed,74790.13,8,3,17,Salaried,255000,119772.53,135227.47,112401.56,2,119793.64,0,732,28.43,1042145,950315,91.19,1848.07,4.5,30,2017,,,
B05484,Female,41,Bachelor's degree,Canadian-born,Single,3,Logistics,Employed,135242.9,10,2,15,Salaried,289000,98260.22,190739.78,41705.87,3,104967.63,0,781,3.37,763971,585698,76.67,1808.95,6.29,25,2006,,,
B05485,Female,38,College or CEGEP certificate or diploma,Canadian-born,Divorced,3,Healthcare,Employed,66113.13,7,12,15,Salaried,209000,83335.79,125664.21,94808.23,1,89186.28,0,749,31.69,1091421,741992,67.98,1818.77,2.75,15,2011,,,
B05486,Female,49,High school diploma or equivalent,Canadian-born,Married,2,Logistics,Employed,41274.58,4,12,23,Hourly,165000,49199.46,115800.54,19132.49,1,62374.81,0,690,20.58,981603,728424,74.21,1467.25,4.21,20,2022,,,
B05487,Male,46,Bachelor's degree,Long-term immigrant,Married,4,Tech,Employed,55926.32,7,1,15,Salaried,270000,58992.12,211007.88,128557.26,0,0,0,667,19.06,911782,731781,80.26,2631.93,5.77,30,2002,,,
B05488,Female,50,Bachelor's degree,Recent immigrant,Single,0,Education,Employed,124392.88,10,2,18,Salaried,272000,114344.11,157655.89,59551.06,1,123924.08,0,830,38.42,753730,566248,75.13,2406.67,6.07,30,2019,,,
